https://esra.fbkultur.uni-hamburg.de/explore/view?entity_id=1813,centroid,spread,skewness,kurtosis
0,591.36375713141,868.488549532,4.2194430955776,26.274765519222
1,4002.0140190259,1721.3524408818,0.44706169549428,2.9245755419807
2,1141.5768048377,1259.6170078134,1.9278276402379,7.5135739539014
3,1091.9286567729,708.44700311102,1.3513310520259,11.25155886193
4,722.47966271237,796.31484752004,4.1064674896559,26.863392032449
5,4495.5511042367,1459.0016350174,1.1306845220088,3.6666910596666
6,3243.820588909,2129.6002252833,0.97189873189709,3.0415380961305
7,1748.2526562044,1282.7050805961,1.4313987845647,7.8176041717627
8,1768.4491660684,1121.7234348534,1.6118477867599,9.3569905831444
9,1658.2830534703,1711.3253806038,1.4994682278443,5.2545168147662
10,2406.7011689848,2105.2079813301,1.078800763957,3.526645657379
11,1797.3084125687,1016.8487721914,1.1770593903244,6.6368443752352
12,1093.5988134083,1586.0281660283,2.5942182252132,9.977965637047
13,913.23842792703,1060.2221088701,1.6580110180833,5.2007622492719
14,1634.2932137469,1480.1752683232,1.0622903507779,4.6628917052646
15,1948.3746046949,973.98153143031,1.1168351913442,8.4206117693181
16,5012.0962086567,3052.7626138317,-0.089605850087422,1.4213184663468
17,1555.203521944,1292.2634218762,1.1588069681665,5.5094166102104
18,2867.6929508954,1593.5579084861,0.62262537420821,3.8515009696127
19,1128.4585596689,1158.3272585586,2.1906324242928,8.1608438620087
20,1446.2443060782,1318.3717696654,1.6175653769401,8.1197586974124
21,3143.517869683,2223.7996218708,0.92037182177205,2.8538016213005
22,1838.6169487883,1477.4005820505,0.70056165241489,3.7653152132521
23,1318.5337136219,1518.4893198629,2.1175374444162,7.3974975313782
24,1353.6145663391,1213.6704039966,1.9651469956567,9.496807850292
25,1157.0793433053,940.25851310262,2.7369547947544,13.438810194837
26,2353.2857197793,1832.3649799019,1.2354361658251,4.6305353464401
27,4538.4709050095,2138.3370833388,0.34959654661408,2.3261699420558
28,697.81493508713,1267.9219511344,3.6697096446029,17.893937968139
29,602.73198451172,681.04890427797,3.3979094733139,20.732487092019
30,2167.0533446341,2329.678010753,0.89385966836037,2.7402620802328
31,1352.7345743236,1270.2719205744,0.89661613805726,3.5174638956213
32,1401.2185647019,1310.4204803865,0.91100623047115,3.9750648372472
33,4814.3545115957,2877.7528428001,-0.080660552675733,1.4903565799699
34,5324.1491466753,1487.0654902781,0.39052343992332,2.8579348439716
35,762.53456070085,1401.1430949896,3.1788832538394,13.219965710337
36,1703.8740162918,1055.5321186013,1.43011083103,7.5212586127569
37,1922.6873388289,1758.9800816514,0.80389791443298,3.2819780445145
38,3466.544674047,1784.1029969831,-0.22218887829231,3.4079635035118
39,916.77614490985,932.18111330378,3.8151084474766,25.928862783251
40,887.62369429545,867.76968394781,3.1632226870918,16.507306180424
41,1995.1982854451,1252.1519570354,0.96312287652562,5.8760148740655
42,1753.9918056013,940.32546063391,0.77542986352309,6.2688206679304
43,609.40422573469,920.08919445225,4.9991446124193,33.640746312764
44,1067.5708833804,1297.3168667969,3.0304351188243,13.441627125153
45,1109.6800920956,1200.479874394,2.7621069884849,12.720484443493
46,4224.0319626398,2046.5796696739,-0.096604174963536,2.5615029767816
47,738.09409557769,898.21159154015,2.4671289813453,11.209368990046
48,1309.0077007683,945.69026111654,2.1552983905767,11.864494003562
49,1237.6514690405,1413.630642413,2.6500231339388,10.784297777768
50,3785.2379252567,1847.0382081538,0.45369530445509,3.2484341612541
51,1395.784074269,1714.9895502314,1.6276424558652,5.3093702340849
52,3027.5685614208,2029.5524516208,0.71110050841362,2.6890708242725
53,3784.5622864458,2439.2919721754,0.0036833810002157,2.2197184696188
54,975.81166610972,1014.7864967873,3.4749903168178,21.378150955659
55,1455.056872823,1042.2452270531,2.6530465180773,13.193473412013
56,993.0485362953,1195.1296073794,2.3316979854529,10.368081512047
57,1896.8260059389,1962.2165467738,1.4530771705532,4.1048992604747
58,1972.383077532,1314.6396198636,1.0576783934672,6.3481116794703
59,1508.5316830497,1173.5691171722,0.60096068686951,3.7398142667711
60,1024.4016691933,1537.6205154907,2.7999698608065,11.439797904695
61,835.6868830929,1115.2190244055,2.9411844798965,12.838092348184
62,839.51848334656,723.7130087341,2.2287101979872,11.844979541092
63,1233.2290390433,1014.2155476326,2.0189593957587,7.890946160736
64,1184.1123449032,1221.3955331641,2.4251636717065,10.828749171564
65,2419.3181938866,1979.8055579567,1.0064257714684,3.6865362550264
66,4320.2793739974,1907.3737962793,0.2784296727474,2.6631996782098
67,904.10850204952,1030.3994130225,2.9079922794366,15.160550211638
68,1142.7124490794,1274.4001870972,1.7255744373122,5.6763903959213
69,617.06107519072,886.15224896137,4.6659991504338,31.638729757388
70,4038.2404395244,2113.3505135025,-0.17191145213816,2.8692617373725
71,1060.0363062298,979.18841291402,2.5669770600731,11.646560534523
72,853.92891246845,776.63186872816,2.4097212015324,13.29661712167
73,1463.4659157589,1364.5674984877,0.66232150003947,2.9369638603124
74,1266.1479296495,1008.1915866758,2.0151314564437,9.8367184215933
